25847,0.99047273,0.034954593,0.9637,0.14498325
51355,0.9502909,0.17309622,0.9471,0.17909284
36992,0.99596363,0.019105542,0.9669,0.1486463
91331,0.9999818,0.0017270811,0.9707,0.152072
45731,0.9855091,0.04995225,0.966,0.11825439
88661,0.9948,0.023815459,0.9737,0.10028467
54259,0.9928727,0.027586175,0.9718,0.10689894
20239,0.9744909,0.08692823,0.9592,0.14344177
25069,0.9533455,0.16000982,0.9479,0.17840634
115135,1.0,0.0007547757,0.9744,0.14279091
52724,0.9992545,0.004734448,0.969,0.17635424
10362,0.93356365,0.23085435,0.9294,0.24320903
9209,0.9386909,0.21153449,0.9305,0.24335591
36533,0.9662727,0.116313,0.9583,0.14149009
12155,0.9292727,0.2463615,0.9248,0.2700281
12237,0.6637091,1.0902874,0.6711,1.0733103
142016,1.0,0.00022467386,0.9767,0.14250281
62497,0.9900727,0.036826916,0.9716,0.106037326
12230,0.25256363,2.0039861,0.2512,1.9970669
138919,0.9999091,0.0020014339,0.9744,0.123185255
12721,0.95156366,0.16690454,0.9456,0.19210285
37364,0.97514546,0.08548972,0.9627,0.124624014
19019,0.96434546,0.12231264,0.9533,0.16529651
80637,0.99987274,0.003065591,0.9731,0.13674791
55278,0.99970907,0.002733982,0.971,0.19197956
27189,0.9864,0.047796343,0.9652,0.13680577
16205,0.95016366,0.17506061,0.9452,0.18697993
54749,0.9798909,0.06785528,0.9679,0.11353201
74923,0.9878909,0.043872967,0.9671,0.10817479
29561,0.97005457,0.10137375,0.9589,0.13721934
27881,0.93143636,0.2421283,0.9303,0.24420977
37760,0.9888727,0.039424114,0.9671,0.12627898
122873,0.9918909,0.03312182,0.972,0.094759665
137036,0.99985456,0.0035041682,0.9737,0.11538428
34477,0.8712182,0.44388962,0.8775,0.42831963
11179,0.9591454,0.14194599,0.945,0.19272059
29866,0.9706,0.10072616,0.961,0.13194737
33752,0.9833818,0.057490878,0.9681,0.11846631
145013,1.0,0.00019282816,0.9741,0.16569221
122123,0.99994546,0.0020137287,0.9749,0.12198777
62240,0.99618185,0.017763108,0.971,0.11323832
77075,0.9999818,0.000908478,0.9734,0.17933775
32849,0.9228,0.26421556,0.9257,0.25846598
27249,0.96794546,0.11158512,0.9589,0.1464649
93901,0.9766727,0.083717555,0.9658,0.11224658
21182,0.9803636,0.06770107,0.9644,0.13442178
26519,0.9769273,0.08046449,0.9642,0.13029517
72015,0.9936182,0.025620796,0.9717,0.1034313
15486,0.93543637,0.21886696,0.9324,0.23115535
128483,0.99994546,0.00222163,0.971,0.1375763
33066,0.9577818,0.14551553,0.9528,0.15835921
118844,0.97138184,0.09940723,0.9624,0.12205098
18288,0.97123635,0.09542264,0.9569,0.1513752
62228,0.9986909,0.009390697,0.9711,0.1345772
165721,0.9982727,0.011251861,0.974,0.10636561
63387,0.99954545,0.0046469755,0.9698,0.14657634
11495,0.9472909,0.18370865,0.9399,0.2187401
36866,0.9957455,0.016597737,0.965,0.17123364
66015,0.9937818,0.025317054,0.9713,0.10811175
49406,0.97316366,0.0938249,0.9619,0.1287427
12831,0.92505455,0.2644431,0.9201,0.27246362
120996,1.0,0.00044019148,0.9764,0.13924415
30724,0.9864727,0.045339298,0.963,0.13956672
23078,0.97545457,0.08339063,0.9602,0.14477126
117521,0.99978185,0.0040045637,0.9757,0.11706035
16311,0.9661273,0.114711955,0.9559,0.15678652
66391,0.99956363,0.0049933237,0.9682,0.15603408
78378,0.9977273,0.0129657695,0.9691,0.12648256
53569,0.9860727,0.050725877,0.9688,0.11075382
130463,1.0,0.0006628521,0.973,0.14732292
29512,0.9917091,0.029485311,0.9639,0.16380017
32103,0.9863273,0.047326878,0.9638,0.13404018
30986,0.9893818,0.035585243,0.9604,0.17820027
37873,0.9944909,0.021376103,0.969,0.14700618
10128,0.9084909,0.31383395,0.9064,0.3149601
49972,0.9946182,0.0225506,0.9708,0.11342739
115327,0.9944364,0.024527023,0.9726,0.09687783
172189,1.0,0.0010604279,0.9726,0.13359307
23611,0.94641817,0.18839741,0.9439,0.1962418
9919,0.94412726,0.19475941,0.9379,0.21897307
37733,0.99529094,0.019030366,0.9655,0.15751666
9065,0.93316364,0.22809751,0.9252,0.24951175
19061,0.9646,0.119941585,0.9513,0.17122217
20027,0.97434545,0.08725851,0.9613,0.1412204
41771,0.9957273,0.019564668,0.964,0.1467752
63575,0.99056363,0.035383794,0.9681,0.109697655
76865,0.99552727,0.019801443,0.9712,0.10638061
27943,0.9329091,0.23465383,0.9308,0.23995773
77685,1.0,0.00056736736,0.9716,0.1817772
23721,0.97883636,0.07391206,0.9596,0.1400269
37385,0.98161817,0.060161483,0.9596,0.15314484
15510,0.9298364,0.24448018,0.9261,0.25448844
13659,0.95045453,0.17259687,0.9433,0.19157252
77583,0.99283636,0.0300035,0.9719,0.10074057
22676,0.94865453,0.1829621,0.9452,0.19063102
41063,0.9570364,0.14861326,0.9503,0.16512173
43606,0.9990909,0.005806697,0.9683,0.18949318
19034,0.9707091,0.102640666,0.9572,0.14985129
48272,0.82061815,0.6746763,0.8302,0.6557573
63053,1.0,0.0007010354,0.9722,0.19171496
