14590,0.93996364,0.21008669,0.9326,0.23067454
11895,0.91736364,0.29675263,0.9164,0.31300047
13012,0.9334546,0.23492701,0.9274,0.27283356
20427,0.9612727,0.13344873,0.9526,0.15924692
27029,0.74612725,0.9621677,0.7459,0.94939375
10838,0.9151818,0.30124265,0.9056,0.34244266
12393,0.9446909,0.1913105,0.9383,0.20967202
3200,0.36596364,1.5696625,0.3564,1.5776975
8004,0.90901816,0.34185806,0.9005,0.38709596
14633,0.9356545,0.22845353,0.9352,0.23014346
6423,0.8348909,0.5570016,0.8368,0.547703
11423,0.8297273,0.60509026,0.8366,0.59333897
17911,0.9754364,0.0812151,0.9533,0.1844342
3388,0.24229091,1.7904056,0.2348,1.7902025
18102,0.96352726,0.12883613,0.9545,0.16370024
30386,0.9832,0.05904059,0.9629,0.14704664
17340,0.95765454,0.14495444,0.943,0.19250408
16932,0.9593818,0.13754751,0.9442,0.20052262
12082,0.22407272,1.8647026,0.2254,1.8514478
23155,0.9786,0.072394535,0.9589,0.1599872
6559,0.8690364,0.44469076,0.87,0.4447775
14420,0.9440182,0.21140823,0.9327,0.26505953
10910,0.8908727,0.3820387,0.888,0.40356353
14410,0.9612909,0.1324101,0.9487,0.19361089
8119,0.92307276,0.26725665,0.9172,0.2828003
22175,0.96385455,0.12243019,0.9533,0.15880716
17263,0.9742182,0.08642361,0.9604,0.13929878
30518,0.98545456,0.050576735,0.9632,0.14447534
17199,0.97098184,0.099241525,0.9566,0.14692558
5705,0.9085818,0.31988987,0.9059,0.327892
25689,0.9871455,0.04661571,0.9585,0.17694433
4063,0.8961091,0.36611637,0.8963,0.3755134
27992,0.9792727,0.07293717,0.9616,0.13904642
11724,0.6483455,1.068819,0.6466,1.0906245
14713,0.9347818,0.22463293,0.9318,0.23502581
23383,0.9583273,0.14401782,0.9471,0.18722996
12749,0.90983635,0.31819865,0.9064,0.35801148
7816,0.91725457,0.29453832,0.9122,0.32495785
7215,0.9324,0.23882248,0.9267,0.2652224
16679,0.9763273,0.07926423,0.9611,0.14415579
10861,0.90665454,0.33220488,0.907,0.3335766
8074,0.89092726,0.38707232,0.8836,0.43477347
5892,0.9074909,0.32443717,0.9074,0.33010167
19826,0.5853636,1.136271,0.5863,1.1540487
10385,0.3102909,1.6466782,0.3084,1.6490256
27572,0.9572,0.14681919,0.9424,0.19329014
31058,0.98367274,0.05637167,0.9574,0.17604876
15163,0.9402364,0.2040303,0.9386,0.21570969
14691,0.9522727,0.1644845,0.9375,0.24385151
27826,0.97865456,0.07365602,0.9559,0.17475067
19289,0.9262,0.25430718,0.9245,0.25908467
14751,0.96605456,0.116456844,0.9483,0.17922673
19277,0.9600545,0.13639335,0.9511,0.17416015
26804,0.9872182,0.044682175,0.9631,0.1571657
13663,0.9536545,0.16116735,0.9478,0.17876054
20094,0.9803454,0.0667208,0.9615,0.13718933
30684,0.9877273,0.04358209,0.9618,0.16216187
10888,0.94427276,0.19335881,0.9321,0.2491267
9762,0.86021817,0.4919322,0.8641,0.48090255
3687,0.6138909,0.98587537,0.608,1.0194582
15585,0.94272727,0.1986079,0.9411,0.21019736
28821,0.9796182,0.06980923,0.9541,0.18136695
19924,0.8984727,0.36175275,0.8945,0.37757015
24790,0.9718,0.09649972,0.959,0.14381203
3340,0.5555636,1.1843417,0.5461,1.1959792
10942,0.9361454,0.22198544,0.9277,0.24046142
23775,0.94969094,0.17617673,0.9458,0.18519616
12569,0.86496365,0.4929803,0.8714,0.50441915
11490,0.8611091,0.49612284,0.8608,0.5068497
14986,0.9613636,0.13099334,0.9464,0.19172153
10993,0.90998185,0.3169668,0.9002,0.3761985
26233,0.97754544,0.07506704,0.953,0.18472584
34182,0.99201816,0.02762286,0.9618,0.20854267
21345,0.95101815,0.17391028,0.9498,0.18137203
12338,0.9381818,0.2127933,0.9318,0.22200567
10636,0.9040909,0.33938697,0.9002,0.37034953
6455,0.16238181,1.8690925,0.1655,1.8581653
17195,0.8900727,0.40167975,0.8882,0.4169515
22842,0.9748,0.08564647,0.9562,0.16383873
8449,0.8838364,0.41185823,0.8846,0.42292178
8389,0.90172726,0.35082352,0.8973,0.36880028
23836,0.9906909,0.033133697,0.9614,0.1781645
19655,0.97096366,0.09890661,0.9429,0.2414561
7118,0.8954,0.38125163,0.8878,0.4263022
9386,0.8178,0.6733272,0.8168,0.7145568
10814,0.91678184,0.2978569,0.9063,0.3619655
20535,0.96845454,0.10986985,0.9578,0.14059703
12473,0.92152727,0.2763261,0.922,0.27598038
10407,0.9484,0.17719276,0.9418,0.20262894
7334,0.65181816,0.9685645,0.6616,0.9881508
9637,0.9303455,0.24012376,0.9255,0.25055152
7800,0.8885818,0.39535138,0.8862,0.42338583
25418,0.6938182,0.95322895,0.7023,0.9386328
14251,0.9458909,0.19044597,0.9348,0.25245652
25257,0.9333091,0.22963513,0.932,0.23647039
24744,0.8547091,0.5029343,0.8554,0.5187529
22687,0.97458184,0.08783477,0.9479,0.20924275
2491,0.4238,1.5321678,0.4148,1.5680392
11225,0.87027276,0.45118615,0.8771,0.43815565
25118,0.98481816,0.054394856,0.9648,0.12546746
